Time,Displacement,Force
"16.4200","5.4675","0.0442"
"16.4400","5.4742","0.0442"
"16.4600","5.4808","0.0445"
"16.4800","5.4875","0.0446"
"16.5000","5.4942","0.0443"
"16.5200","5.5008","0.0449"
"16.5400","5.5075","0.0449"
"16.5600","5.5142","0.0444"
"16.5800","5.5208","0.0449"
"16.6000","5.5275","0.0450"
"16.6200","5.5342","0.0451"
"16.6400","5.5409","0.0450"
"16.6600","5.5475","0.0450"
"16.6800","5.5542","0.0453"
"16.7000","5.5609","0.0454"
"16.7200","5.5675","0.0451"
"16.7400","5.5742","0.0451"
"16.7600","5.5808","0.0457"
"16.7800","5.5875","0.0456"
"16.8000","5.5942","0.0455"
"16.8200","5.6009","0.0457"
"16.8400","5.6075","0.0454"
"16.8600","5.6142","0.0460"
"16.8800","5.6208","0.0459"
"16.9000","5.6275","0.0454"
"16.9200","5.6342","0.0461"
"16.9400","5.6408","0.0462"
"16.9600","5.6475","0.0458"
"16.9800","5.6542","0.0461"
"17.0000","5.6608","0.0461"
"17.0200","5.6675","0.0461"
"17.0400","5.6742","0.0464"
"17.0600","5.6809","0.0462"
"17.0800","5.6875","0.0464"
"17.1000","5.6942","0.0466"
"17.1200","5.7009","0.0463"
"17.1400","5.7075","0.0465"
"17.1600","5.7142","0.0467"
"17.1800","5.7209","0.0467"
"17.2000","5.7275","0.0466"
"17.2200","5.7342","0.0468"
"17.2400","5.7409","0.0469"
"17.2600","5.7475","0.0470"
"17.2800","5.7542","0.0471"
"17.3000","5.7609","0.0468"
"17.3200","5.7675","0.0469"
"17.3400","5.7741","0.0474"
"17.3600","5.7808","0.0474"
"17.3800","5.7875","0.0470"
"17.4000","5.7942","0.0475"
"17.4200","5.8008","0.0475"
"17.4400","5.8075","0.0472"
"17.4600","5.8142","0.0476"
"17.4800","5.8208","0.0476"
"17.5000","5.8275","0.0478"
"17.5200","5.8342","0.0478"
"17.5400","5.8408","0.0477"
"17.5600","5.8475","0.0478"
"17.5800","5.8542","0.0480"
"17.6000","5.8608","0.0476"
"17.6200","5.8675","0.0478"
"17.6400","5.8742","0.0484"
"17.6600","5.8809","0.0480"
"17.6800","5.8875","0.0481"
"17.7000","5.8942","0.0481"
"17.7200","5.9009","0.0481"
"17.7400","5.9075","0.0485"
"17.7600","5.9142","0.0483"
"17.7800","5.9209","0.0481"
"17.8000","5.9275","0.0487"
"17.8200","5.9342","0.0485"
"17.8400","5.9408","0.0484"
"17.8600","5.9475","0.0488"
"17.8800","5.9542","0.0487"
"17.9000","5.9609","0.0486"
"17.9200","5.9675","0.0487"
"17.9400","5.9742","0.0487"
"17.9600","5.9808","0.0491"
"17.9800","5.9875","0.0493"
"18.0000","5.9942","0.0488"
"18.0200","6.0008","0.0491"
"18.0400","6.0075","0.0491"
"18.0600","6.0142","0.0493"
"18.0800","6.0208","0.0492"
"18.1000","6.0275","0.0493"
"18.1200","6.0342","0.0495"
"18.1400","6.0409","0.0497"
"18.1600","6.0475","0.0494"
"18.1800","6.0542","0.0493"
"18.2000","6.0609","0.0498"
"18.2200","6.0675","0.0498"
"18.2400","6.0742","0.0495"
"18.2600","6.0808","0.0495"
"18.2800","6.0875","0.0501"
"18.3000","6.0941","0.0499"
"18.3200","6.1008","0.0500"
"18.3400","6.1075","0.0501"
"18.3600","6.1142","0.0500"
"18.3800","6.1208","0.0502"
"18.4000","6.1275","0.0501"
"18.4200","6.1342","0.0503"
"18.4400","6.1409","0.0505"
"18.4600","6.1475","0.0505"
"18.4800","6.1542","0.0503"
"18.5000","6.1609","0.0503"
"18.5200","6.1675","0.0507"
"18.5400","6.1742","0.0507"
"18.5600","6.1808","0.0506"
"18.5800","6.1875","0.0506"
"18.6000","6.1942","0.0509"
"18.6200","6.2009","0.0509"
"18.6400","6.2075","0.0506"
"18.6600","6.2142","0.0509"
"18.6800","6.2209","0.0511"
"18.7000","6.2275","0.0509"
"18.7200","6.2342","0.0510"
"18.7400","6.2408","0.0513"
"18.7600","6.2475","0.0512"
"18.7800","6.2542","0.0511"
"18.8000","6.2608","0.0512"
"18.8200","6.2675","0.0512"
"18.8400","6.2742","0.0515"
"18.8600","6.2809","0.0515"
"18.8800","6.2875","0.0514"
"18.9000","6.2942","0.0514"
"18.9200","6.3008","0.0517"
"18.9400","6.3075","0.0519"
"18.9600","6.3142","0.0516"
"18.9800","6.3209","0.0519"
"19.0000","6.3275","0.0520"
"19.0200","6.3342","0.0519"
"19.0400","6.3409","0.0519"
"19.0600","6.3475","0.0521"
"19.0800","6.3542","0.0523"
"19.1000","6.3609","0.0522"
"19.1200","6.3675","0.0521"
"19.1400","6.3742","0.0524"
"19.1600","6.3809","0.0526"
"19.1800","6.3875","0.0523"
"19.2000","6.3942","0.0524"
"19.2200","6.4008","0.0524"
"19.2400","6.4075","0.0526"
"19.2600","6.4141","0.0528"
"19.2800","6.4208","0.0527"
"19.3000","6.4275","0.0527"
"19.3200","6.4342","0.0530"
"19.3400","6.4408","0.0529"
"19.3600","6.4475","0.0527"
"19.3800","6.4542","0.0529"
"19.4000","6.4608","0.0533"
"19.4200","6.4675","0.0532"
"19.4400","6.4742","0.0530"
"19.4600","6.4808","0.0532"
"19.4800","6.4875","0.0534"
"19.5000","6.4942","0.0534"
"19.5200","6.5008","0.0532"
"19.5400","6.5075","0.0535"
"19.5600","6.5142","0.0537"
"19.5800","6.5209","0.0535"
"19.6000","6.5275","0.0537"
"19.6200","6.5342","0.0537"
"19.6400","6.5409","0.0536"
"19.6600","6.5475","0.0537"
"19.6800","6.5542","0.0536"
"19.7000","6.5608","0.0537"
"19.7200","6.5675","0.0540"
"19.7400","6.5742","0.0539"
"19.7600","6.5808","0.0540"
"19.7800","6.5875","0.0539"
"19.8000","6.5942","0.0541"
"19.8200","6.6008","0.0542"
"19.8400","6.6075","0.0539"
"19.8600","6.6142","0.0544"
"19.8800","6.6208","0.0544"
"19.9000","6.6275","0.0545"
"19.9200","6.6342","0.0544"
"19.9400","6.6408","0.0545"
"19.9600","6.6475","0.0546"
"19.9800","6.6542","0.0546"
"20.0000","6.6608","0.0547"
"20.0200","6.6675","0.0548"
"20.0400","6.6742","0.0550"
"20.0600","6.6809","0.0548"
"20.0800","6.6875","0.0548"
"20.1000","6.6942","0.0549"
"20.1200","6.7009","0.0553"
"20.1400","6.7075","0.0552"
"20.1600","6.7142","0.0550"
"20.1800","6.7208","0.0552"
"20.2000","6.7275","0.0554"
"20.2200","6.7342","0.0556"
"20.2400","6.7408","0.0554"
"20.2600","6.7475","0.0556"
"20.2800","6.7542","0.0557"
"20.3000","6.7608","0.0555"
"20.3200","6.7675","0.0558"
"20.3400","6.7742","0.0559"
"20.3600","6.7808","0.0559"
"20.3800","6.7875","0.0558"
"20.4000","6.7942","0.0560"
"20.4200","6.8008","0.0561"
"20.4400","6.8075","0.0561"
"20.4600","6.8142","0.0562"
"20.4800","6.8208","0.0560"
"20.5000","6.8275","0.0564"
"20.5200","6.8342","0.0566"
"20.5400","6.8408","0.0564"
"20.5600","6.8475","0.0563"
"20.5800","6.8542","0.0566"
"20.6000","6.8609","0.0567"
"20.6200","6.8675","0.0565"
"20.6400","6.8742","0.0566"
"20.6600","6.8808","0.0567"
"20.6800","6.8875","0.0570"
"20.7000","6.8942","0.0567"
"20.7200","6.9008","0.0567"
"20.7400","6.9075","0.0571"
"20.7600","6.9142","0.0570"
"20.7800","6.9208","0.0571"
"20.8000","6.9275","0.0570"
"20.8200","6.9342","0.0572"
"20.8400","6.9409","0.0574"
"20.8600","6.9475","0.0574"
"20.8800","6.9542","0.0572"
"20.9000","6.9608","0.0575"
"20.9200","6.9675","0.0576"
"20.9400","6.9742","0.0575"
"20.9600","6.9809","0.0576"
"20.9800","6.9875","0.0576"
"21.0000","6.9942","0.0579"
"21.0200","7.0008","0.0579"
"21.0400","7.0075","0.0577"
"21.0600","7.0142","0.0580"
"21.0800","7.0208","0.0582"
"21.1000","7.0275","0.0581"
"21.1200","7.0342","0.0580"
"21.1400","7.0408","0.0581"
"21.1600","7.0475","0.0582"
"21.1800","7.0541","0.0583"
"21.2000","7.0608","0.0585"
"21.2200","7.0675","0.0585"
"21.2400","7.0742","0.0586"
"21.2600","7.0808","0.0583"
"21.2800","7.0875","0.0584"
"21.3000","7.0942","0.0588"
"21.3200","7.1008","0.0588"
"21.3400","7.1075","0.0586"
"21.3600","7.1142","0.0587"
"21.3800","7.1209","0.0592"
"21.4000","7.1275","0.0589"
"21.4200","7.1342","0.0589"
"21.4400","7.1409","0.0589"
"21.4600","7.1475","0.0591"
"21.4800","7.1542","0.0595"
"21.5000","7.1609","0.0593"
"21.5200","7.1675","0.0592"
"21.5400","7.1742","0.0593"
"21.5600","7.1809","0.0598"
"21.5800","7.1875","0.0592"
"21.6000","7.1942","0.0593"
"21.6200","7.2008","0.0597"
"21.6400","7.2075","0.0596"
"21.6600","7.2142","0.0596"
"21.6800","7.2208","0.0597"
"21.7000","7.2275","0.0599"
"21.7200","7.2342","0.0600"
"21.7400","7.2408","0.0599"
"21.7600","7.2475","0.0597"
"21.7800","7.2542","0.0602"
"21.8000","7.2608","0.0603"
"21.8200","7.2675","0.0601"
"21.8400","7.2742","0.0603"
"21.8600","7.2809","0.0603"
"21.8800","7.2875","0.0605"
"21.9000","7.2942","0.0605"
"21.9200","7.3009","0.0603"
"21.9400","7.3075","0.0607"
"21.9600","7.3142","0.0608"
"21.9800","7.3209","0.0607"
"22.0000","7.3275","0.0605"
"22.0200","7.3342","0.0609"
"22.0400","7.3409","0.0609"
"22.0600","7.3475","0.0605"
"22.0800","7.3542","0.0609"
"22.1000","7.3608","0.0611"
"22.1200","7.3675","0.0609"
"22.1400","7.3741","0.0610"
"22.1600","7.3808","0.0614"
"22.1800","7.3875","0.0612"
"22.2000","7.3942","0.0612"
"22.2200","7.4008","0.0612"
"22.2400","7.4075","0.0613"
"22.2600","7.4142","0.0616"
"22.2800","7.4208","0.0616"
"22.3000","7.4275","0.0615"
"22.3200","7.4342","0.0615"
"22.3400","7.4408","0.0619"
"22.3600","7.4475","0.0619"
"22.3800","7.4542","0.0618"
"22.4000","7.4608","0.0619"
"22.4200","7.4675","0.0620"
"22.4400","7.4742","0.0622"
"22.4600","7.4808","0.0618"
"22.4800","7.4875","0.0622"
"22.5000","7.4942","0.0624"
"22.5200","7.5009","0.0622"
"22.5400","7.5075","0.0622"
"22.5600","7.5142","0.0625"
"22.5800","7.5209","0.0624"
"22.6000","7.5275","0.0624"
"22.6200","7.5342","0.0625"
"22.6400","7.5408","0.0625"
"22.6600","7.5475","0.0628"
"22.6800","7.5542","0.0628"
"22.7000","7.5608","0.0627"
"22.7200","7.5675","0.0628"
"22.7400","7.5742","0.0629"
"22.7600","7.5808","0.0631"
"22.7800","7.5875","0.0628"
"22.8000","7.5942","0.0630"
"22.8200","7.6008","0.0634"
"22.8400","7.6075","0.0631"
"22.8600","7.6142","0.0630"
"22.8800","7.6209","0.0633"
"22.9000","7.6275","0.0634"
"22.9200","7.6342","0.0632"
"22.9400","7.6408","0.0633"
"22.9600","7.6475","0.0636"
"22.9800","7.6542","0.0636"
"23.0000","7.6609","0.0637"
"23.0200","7.6676","0.0636"
"23.0400","7.6742","0.0636"
"23.0600","7.6808","0.0637"
"23.0800","7.6875","0.0640"
"23.1000","7.6941","0.0638"
"23.1200","7.7008","0.0640"
"23.1400","7.7075","0.0643"
"23.1600","7.7142","0.0640"
"23.1800","7.7209","0.0640"
"23.2000","7.7275","0.0640"
"23.2200","7.7342","0.0645"
"23.2400","7.7408","0.0642"
"23.2600","7.7475","0.0643"
"23.2800","7.7542","0.0645"
"23.3000","7.7608","0.0646"
"23.3200","7.7675","0.0645"
"23.3400","7.7742","0.0644"
"23.3600","7.7808","0.0645"
"23.3800","7.7875","0.0646"
"23.4000","7.7942","0.0650"
"23.4200","7.8008","0.0648"
"23.4400","7.8075","0.0647"
"23.4600","7.8142","0.0650"
"23.4800","7.8209","0.0650"
"23.5000","7.8275","0.0647"
"23.5200","7.8342","0.0649"
"23.5400","7.8408","0.0652"
"23.5600","7.8475","0.0652"
"23.5800","7.8542","0.0651"
"23.6000","7.8608","0.0652"
"23.6200","7.8675","0.0654"
"23.6400","7.8742","0.0653"
"23.6600","7.8808","0.0652"
"23.6800","7.8875","0.0656"
"23.7000","7.8942","0.0655"
"23.7200","7.9008","0.0655"
"23.7400","7.9075","0.0657"
"23.7600","7.9142","0.0657"
"23.7800","7.9209","0.0658"
"23.8000","7.9275","0.0657"
"23.8200","7.9342","0.0656"
"23.8400","7.9408","0.0658"
"23.8600","7.9475","0.0662"
"23.8800","7.9542","0.0659"
"23.9000","7.9609","0.0658"
"23.9200","7.9675","0.0663"
"23.9400","7.9742","0.0663"
"23.9600","7.9809","0.0662"
"23.9800","7.9875","0.0662"
"24.0000","7.9942","0.0664"
"24.0200","8.0008","0.0665"
"24.0400","8.0075","0.0666"
"24.0600","8.0141","0.0667"
"24.0800","8.0208","0.0669"
"24.1000","8.0275","0.0670"
"24.1200","8.0342","0.0666"
"24.1400","8.0408","0.0669"
"24.1600","8.0475","0.0670"
"24.1800","8.0542","0.0670"
"24.2000","8.0608","0.0671"
"24.2200","8.0675","0.0670"
"24.2400","8.0742","0.0672"
"24.2600","8.0808","0.0674"
"24.2800","8.0875","0.0672"
"24.3000","8.0942","0.0672"
"24.3200","8.1009","0.0676"
"24.3400","8.1075","0.0678"
"24.3600","8.1142","0.0676"
"24.3800","8.1209","0.0675"
"24.4000","8.1275","0.0678"
"24.4200","8.1342","0.0678"
"24.4400","8.1408","0.0677"
"24.4600","8.1475","0.0680"
"24.4800","8.1542","0.0680"
"24.5000","8.1609","0.0679"
"24.5200","8.1675","0.0681"
"24.5400","8.1742","0.0680"
"24.5600","8.1808","0.0682"
"24.5800","8.1875","0.0684"
"24.6000","8.1942","0.0683"
"24.6200","8.2008","0.0682"
"24.6400","8.2075","0.0683"
"24.6600","8.2142","0.0686"
"24.6800","8.2208","0.0684"
"24.7000","8.2275","0.0685"
"24.7200","8.2342","0.0686"
"24.7400","8.2408","0.0687"
"24.7600","8.2475","0.0686"
"24.7800","8.2542","0.0685"
"24.8000","8.2609","0.0687"
"24.8200","8.2675","0.0689"
"24.8400","8.2742","0.0689"
"24.8600","8.2808","0.0688"
"24.8800","8.2875","0.0690"
"24.9000","8.2942","0.0690"
"24.9200","8.3009","0.0691"
"24.9400","8.3075","0.0691"
"24.9600","8.3142","0.0690"
"24.9800","8.3209","0.0692"
"25.0000","8.3275","0.0691"
"25.0200","8.3341","0.0692"
"25.0400","8.3408","0.0696"
"25.0600","8.3475","0.0695"
"25.0800","8.3542","0.0692"
"25.1000","8.3609","0.0694"
"25.1200","8.3675","0.0695"
"25.1400","8.3742","0.0695"
"25.1600","8.3808","0.0695"
"25.1800","8.3875","0.0696"
"25.2000","8.3942","0.0697"
"25.2200","8.4008","0.0699"
"25.2400","8.4075","0.0698"
"25.2600","8.4142","0.0697"
"25.2800","8.4208","0.0700"
"25.3000","8.4275","0.0701"
"25.3200","8.4342","0.0700"
"25.3400","8.4408","0.0702"
"25.3600","8.4475","0.0703"
"25.3800","8.4542","0.0703"
"25.4000","8.4609","0.0703"
"25.4200","8.4675","0.0701"
"25.4400","8.4742","0.0706"
"25.4600","8.4808","0.0705"
"25.4800","8.4875","0.0703"
"25.5000","8.4942","0.0707"
"25.5200","8.5008","0.0707"
"25.5400","8.5075","0.0707"
"25.5600","8.5142","0.0706"
"25.5800","8.5209","0.0706"
"25.6000","8.5275","0.0708"
"25.6200","8.5342","0.0710"
"25.6400","8.5408","0.0709"
"25.6600","8.5475","0.0710"
"25.6800","8.5542","0.0711"
"25.7000","8.5609","0.0712"
"25.7200","8.5675","0.0711"
"25.7400","8.5742","0.0711"
"25.7600","8.5808","0.0714"
"25.7800","8.5875","0.0713"
"25.8000","8.5942","0.0713"
"25.8200","8.6009","0.0715"
"25.8400","8.6075","0.0717"
"25.8600","8.6142","0.0715"
"25.8800","8.6209","0.0715"
"25.9000","8.6275","0.0716"
"25.9200","8.6342","0.0718"
"25.9400","8.6408","0.0717"
"25.9600","8.6475","0.0717"
"25.9800","8.6541","0.0718"
"26.0000","8.6608","0.0721"
"26.0200","8.6675","0.0721"
"26.0400","8.6742","0.0718"
"26.0600","8.6808","0.0719"
"26.0800","8.6875","0.0722"
"26.1000","8.6942","0.0723"
"26.1200","8.7009","0.0721"
"26.1400","8.7075","0.0721"
"26.1600","8.7142","0.0724"
"26.1800","8.7208","0.0725"
"26.2000","8.7275","0.0722"
"26.2200","8.7342","0.0725"
"26.2400","8.7408","0.0728"
"26.2600","8.7475","0.0727"
"26.2800","8.7542","0.0726"
"26.3000","8.7609","0.0727"
"26.3200","8.7675","0.0729"
"26.3400","8.7742","0.0728"
"26.3600","8.7808","0.0729"
"26.3800","8.7875","0.0728"
"26.4000","8.7942","0.0732"
"26.4200","8.8009","0.0733"
"26.4400","8.8075","0.0729"
"26.4600","8.8142","0.0730"
"26.4800","8.8208","0.0733"
"26.5000","8.8275","0.0732"
"26.5200","8.8342","0.0732"
"26.5400","8.8409","0.0733"
"26.5600","8.8475","0.0734"
"26.5800","8.8542","0.0736"
"26.6000","8.8608","0.0735"
"26.6200","8.8675","0.0735"
"26.6400","8.8742","0.0739"
"26.6600","8.8808","0.0738"
"26.6800","8.8875","0.0736"
"26.7000","8.8942","0.0736"
"26.7200","8.9009","0.0739"
"26.7400","8.9075","0.0739"
"26.7600","8.9142","0.0737"
"26.7800","8.9208","0.0740"
"26.8000","8.9275","0.0742"
"26.8200","8.9342","0.0743"
"26.8400","8.9409","0.0742"
"26.8600","8.9476","0.0741"
"26.8800","8.9542","0.0743"
"26.9000","8.9608","0.0742"
"26.9200","8.9675","0.0742"
"26.9400","8.9741","0.0745"
"26.9600","8.9808","0.0747"
"26.9800","8.9875","0.0747"
"27.0000","8.9942","0.0745"
"27.0200","9.0009","0.0745"
"27.0400","9.0075","0.0747"
"27.0600","9.0142","0.0748"
"27.0800","9.0208","0.0747"
"27.1000","9.0275","0.0749"
"27.1200","9.0342","0.0750"
"27.1400","9.0409","0.0750"
"27.1600","9.0475","0.0748"
"27.1800","9.0542","0.0750"
"27.2000","9.0608","0.0753"
"27.2200","9.0675","0.0751"
"27.2400","9.0742","0.0751"
"27.2600","9.0808","0.0752"
"27.2800","9.0875","0.0754"
"27.3000","9.0942","0.0753"
"27.3200","9.1009","0.0753"
"27.3400","9.1075","0.0753"
"27.3600","9.1142","0.0755"
"27.3800","9.1208","0.0756"
"27.4000","9.1275","0.0754"
"27.4200","9.1342","0.0756"
"27.4400","9.1409","0.0758"
"27.4600","9.1475","0.0757"
"27.4800","9.1542","0.0755"
"27.5000","9.1609","0.0757"
"27.5200","9.1675","0.0759"
"27.5400","9.1742","0.0759"
"27.5600","9.1808","0.0759"
"27.5800","9.1875","0.0759"
"27.6000","9.1942","0.0760"
"27.6200","9.2008","0.0760"
"27.6400","9.2075","0.0759"
"27.6600","9.2142","0.0761"
"27.6800","9.2208","0.0760"
"27.7000","9.2275","0.0762"
"27.7200","9.2342","0.0761"
"27.7400","9.2409","0.0762"
"27.7600","9.2475","0.0765"
"27.7800","9.2542","0.0763"
"27.8000","9.2609","0.0762"
"27.8200","9.2675","0.0764"
"27.8400","9.2742","0.0765"
"27.8600","9.2808","0.0763"
"27.8800","9.2875","0.0765"
"27.9000","9.2942","0.0766"
"27.9200","9.3008","0.0768"
"27.9400","9.3075","0.0767"
"27.9600","9.3142","0.0766"
"27.9800","9.3208","0.0767"
"28.0000","9.3275","0.0769"
"28.0200","9.3342","0.0770"
"28.0400","9.3409","0.0768"
"28.0600","9.3475","0.0768"
"28.0800","9.3542","0.0770"
"28.1000","9.3608","0.0770"
"28.1200","9.3675","0.0769"
"28.1400","9.3742","0.0770"
"28.1600","9.3808","0.0773"
"28.1800","9.3875","0.0772"
"28.2000","9.3942","0.0771"
"28.2200","9.4009","0.0772"
"28.2400","9.4075","0.0773"
"28.2600","9.4142","0.0770"
"28.2800","9.4208","0.0772"
"28.3000","9.4275","0.0776"
"28.3200","9.4342","0.0775"
"28.3400","9.4408","0.0774"
"28.3600","9.4475","0.0775"
"28.3800","9.4541","0.0777"
"28.4000","9.4608","0.0778"
"28.4200","9.4675","0.0777"
"28.4400","9.4742","0.0777"
"28.4600","9.4808","0.0779"
"28.4800","9.4875","0.0781"
"28.5000","9.4942","0.0778"
"28.5200","9.5009","0.0778"
"28.5400","9.5075","0.0780"
"28.5600","9.5142","0.0782"
"28.5800","9.5208","0.0781"
"28.6000","9.5275","0.0780"
"28.6200","9.5342","0.0782"
"28.6400","9.5409","0.0784"
"28.6600","9.5475","0.0783"
"28.6800","9.5542","0.0783"
"28.7000","9.5609","0.0784"
"28.7200","9.5675","0.0786"
"28.7400","9.5742","0.0784"
"28.7600","9.5809","0.0786"
"28.7800","9.5875","0.0788"
"28.8000","9.5942","0.0789"
"28.8200","9.6008","0.0787"
"28.8400","9.6075","0.0787"
"28.8600","9.6141","0.0792"
"28.8800","9.6208","0.0793"
"28.9000","9.6275","0.0791"
"28.9200","9.6342","0.0789"
"28.9400","9.6408","0.0792"
"28.9600","9.6475","0.0794"
"28.9800","9.6542","0.0792"
"29.0000","9.6608","0.0791"
"29.0200","9.6675","0.0795"
"29.0400","9.6742","0.0797"
"29.0600","9.6808","0.0794"
"29.0800","9.6875","0.0794"
"29.1000","9.6942","0.0795"
"29.1200","9.7009","0.0796"
"29.1400","9.7075","0.0795"
"29.1600","9.7142","0.0797"
"29.1800","9.7209","0.0799"
"29.2000","9.7275","0.0799"
"29.2200","9.7342","0.0798"
"29.2400","9.7409","0.0797"
"29.2600","9.7475","0.0800"
"29.2800","9.7542","0.0802"
"29.3000","9.7608","0.0799"
"29.3200","9.7675","0.0800"
"29.3400","9.7742","0.0801"
"29.3600","9.7808","0.0805"
"29.3800","9.7875","0.0803"
"29.4000","9.7942","0.0800"
"29.4200","9.8008","0.0803"
"29.4400","9.8075","0.0797"
"29.4600","9.8141","0.0419"
"29.4790","9.8205","0.0104"

