Time,Displacement,Force
"16.4200","5.4675","0.0586"
"16.4400","5.4742","0.0592"
"16.4600","5.4809","0.0592"
"16.4800","5.4876","0.0593"
"16.5000","5.4942","0.0593"
"16.5200","5.5009","0.0595"
"16.5400","5.5076","0.0597"
"16.5600","5.5142","0.0596"
"16.5800","5.5209","0.0595"
"16.6000","5.5275","0.0600"
"16.6200","5.5342","0.0600"
"16.6400","5.5409","0.0598"
"16.6600","5.5476","0.0601"
"16.6800","5.5542","0.0602"
"16.7000","5.5609","0.0603"
"16.7200","5.5676","0.0604"
"16.7400","5.5742","0.0602"
"16.7600","5.5809","0.0606"
"16.7800","5.5875","0.0607"
"16.8000","5.5942","0.0607"
"16.8200","5.6009","0.0607"
"16.8400","5.6076","0.0610"
"16.8600","5.6142","0.0612"
"16.8800","5.6209","0.0611"
"16.9000","5.6275","0.0611"
"16.9200","5.6342","0.0615"
"16.9400","5.6409","0.0615"
"16.9600","5.6475","0.0615"
"16.9800","5.6542","0.0614"
"17.0000","5.6609","0.0617"
"17.0200","5.6675","0.0620"
"17.0400","5.6742","0.0617"
"17.0600","5.6809","0.0619"
"17.0800","5.6876","0.0623"
"17.1000","5.6942","0.0622"
"17.1200","5.7009","0.0623"
"17.1400","5.7076","0.0623"
"17.1600","5.7142","0.0625"
"17.1800","5.7209","0.0629"
"17.2000","5.7276","0.0627"
"17.2200","5.7342","0.0629"
"17.2400","5.7409","0.0633"
"17.2600","5.7476","0.0634"
"17.2800","5.7542","0.0631"
"17.3000","5.7609","0.0633"
"17.3200","5.7675","0.0634"
"17.3400","5.7742","0.0637"
"17.3600","5.7808","0.0638"
"17.3800","5.7875","0.0636"
"17.4000","5.7942","0.0639"
"17.4200","5.8009","0.0640"
"17.4400","5.8075","0.0637"
"17.4600","5.8142","0.0639"
"17.4800","5.8209","0.0644"
"17.5000","5.8275","0.0642"
"17.5200","5.8342","0.0643"
"17.5400","5.8409","0.0645"
"17.5600","5.8475","0.0646"
"17.5800","5.8542","0.0648"
"17.6000","5.8609","0.0646"
"17.6200","5.8675","0.0647"
"17.6400","5.8742","0.0652"
"17.6600","5.8809","0.0652"
"17.6800","5.8875","0.0651"
"17.7000","5.8942","0.0654"
"17.7200","5.9009","0.0656"
"17.7400","5.9076","0.0655"
"17.7600","5.9142","0.0656"
"17.7800","5.9209","0.0657"
"17.8000","5.9275","0.0661"
"17.8200","5.9342","0.0660"
"17.8400","5.9409","0.0659"
"17.8600","5.9476","0.0659"
"17.8800","5.9542","0.0662"
"17.9000","5.9609","0.0663"
"17.9200","5.9676","0.0663"
"17.9400","5.9742","0.0664"
"17.9600","5.9809","0.0669"
"17.9800","5.9875","0.0670"
"18.0000","5.9942","0.0669"
"18.0200","6.0009","0.0669"
"18.0400","6.0076","0.0672"
"18.0600","6.0142","0.0674"
"18.0800","6.0209","0.0675"
"18.1000","6.0276","0.0678"
"18.1200","6.0342","0.0680"
"18.1400","6.0409","0.0681"
"18.1600","6.0476","0.0681"
"18.1800","6.0542","0.0683"
"18.2000","6.0609","0.0684"
"18.2200","6.0676","0.0685"
"18.2400","6.0742","0.0684"
"18.2600","6.0809","0.0685"
"18.2800","6.0875","0.0688"
"18.3000","6.0942","0.0689"
"18.3200","6.1009","0.0689"
"18.3400","6.1075","0.0690"
"18.3600","6.1142","0.0693"
"18.3800","6.1209","0.0691"
"18.4000","6.1276","0.0691"
"18.4200","6.1342","0.0692"
"18.4400","6.1409","0.0695"
"18.4600","6.1476","0.0695"
"18.4800","6.1542","0.0693"
"18.5000","6.1609","0.0695"
"18.5200","6.1675","0.0697"
"18.5400","6.1742","0.0697"
"18.5600","6.1809","0.0697"
"18.5800","6.1875","0.0698"
"18.6000","6.1942","0.0699"
"18.6200","6.2009","0.0701"
"18.6400","6.2075","0.0699"
"18.6600","6.2142","0.0700"
"18.6800","6.2209","0.0704"
"18.7000","6.2275","0.0703"
"18.7200","6.2342","0.0704"
"18.7400","6.2409","0.0706"
"18.7600","6.2475","0.0707"
"18.7800","6.2542","0.0708"
"18.8000","6.2609","0.0709"
"18.8200","6.2675","0.0710"
"18.8400","6.2742","0.0712"
"18.8600","6.2809","0.0713"
"18.8800","6.2875","0.0713"
"18.9000","6.2942","0.0714"
"18.9200","6.3009","0.0717"
"18.9400","6.3075","0.0717"
"18.9600","6.3142","0.0719"
"18.9800","6.3209","0.0720"
"19.0000","6.3276","0.0720"
"19.0200","6.3342","0.0720"
"19.0400","6.3409","0.0720"
"19.0600","6.3476","0.0722"
"19.0800","6.3542","0.0725"
"19.1000","6.3609","0.0724"
"19.1200","6.3675","0.0723"
"19.1400","6.3742","0.0727"
"19.1600","6.3809","0.0729"
"19.1800","6.3876","0.0729"
"19.2000","6.3942","0.0729"
"19.2200","6.4009","0.0730"
"19.2400","6.4075","0.0735"
"19.2600","6.4142","0.0735"
"19.2800","6.4208","0.0736"
"19.3000","6.4275","0.0738"
"19.3200","6.4342","0.0740"
"19.3400","6.4409","0.0740"
"19.3600","6.4475","0.0739"
"19.3800","6.4542","0.0742"
"19.4000","6.4609","0.0746"
"19.4200","6.4675","0.0745"
"19.4400","6.4742","0.0746"
"19.4600","6.4809","0.0749"
"19.4800","6.4876","0.0750"
"19.5000","6.4942","0.0751"
"19.5200","6.5009","0.0750"
"19.5400","6.5075","0.0753"
"19.5600","6.5142","0.0756"
"19.5800","6.5209","0.0756"
"19.6000","6.5276","0.0756"
"19.6200","6.5342","0.0758"
"19.6400","6.5409","0.0760"
"19.6600","6.5476","0.0762"
"19.6800","6.5542","0.0761"
"19.7000","6.5609","0.0763"
"19.7200","6.5675","0.0767"
"19.7400","6.5742","0.0766"
"19.7600","6.5809","0.0766"
"19.7800","6.5875","0.0768"
"19.8000","6.5942","0.0769"
"19.8200","6.6009","0.0768"
"19.8400","6.6075","0.0770"
"19.8600","6.6142","0.0771"
"19.8800","6.6209","0.0775"
"19.9000","6.6275","0.0772"
"19.9200","6.6342","0.0774"
"19.9400","6.6409","0.0775"
"19.9600","6.6475","0.0775"
"19.9800","6.6542","0.0776"
"20.0000","6.6609","0.0777"
"20.0200","6.6676","0.0779"
"20.0400","6.6742","0.0780"
"20.0600","6.6809","0.0782"
"20.0800","6.6876","0.0779"
"20.1000","6.6942","0.0782"
"20.1200","6.7009","0.0785"
"20.1400","6.7076","0.0784"
"20.1600","6.7142","0.0784"
"20.1800","6.7209","0.0785"
"20.2000","6.7275","0.0788"
"20.2200","6.7342","0.0788"
"20.2400","6.7409","0.0789"
"20.2600","6.7475","0.0790"
"20.2800","6.7542","0.0790"
"20.3000","6.7609","0.0788"
"20.3200","6.7675","0.0789"
"20.3400","6.7742","0.0790"
"20.3600","6.7809","0.0791"
"20.3800","6.7876","0.0791"
"20.4000","6.7942","0.0789"
"20.4200","6.8009","0.0791"
"20.4400","6.8075","0.0794"
"20.4600","6.8142","0.0793"
"20.4800","6.8209","0.0793"
"20.5000","6.8275","0.0795"
"20.5200","6.8342","0.0796"
"20.5400","6.8409","0.0796"
"20.5600","6.8475","0.0794"
"20.5800","6.8542","0.0799"
"20.6000","6.8609","0.0800"
"20.6200","6.8675","0.0798"
"20.6400","6.8742","0.0800"
"20.6600","6.8809","0.0801"
"20.6800","6.8875","0.0803"
"20.7000","6.8942","0.0802"
"20.7200","6.9008","0.0803"
"20.7400","6.9075","0.0806"
"20.7600","6.9142","0.0809"
"20.7800","6.9209","0.0808"
"20.8000","6.9276","0.0807"
"20.8200","6.9342","0.0809"
"20.8400","6.9409","0.0814"
"20.8600","6.9476","0.0813"
"20.8800","6.9542","0.0814"
"20.9000","6.9609","0.0816"
"20.9200","6.9676","0.0816"
"20.9400","6.9742","0.0816"
"20.9600","6.9809","0.0815"
"20.9800","6.9876","0.0817"
"21.0000","6.9942","0.0816"
"21.0200","7.0009","0.0817"
"21.0400","7.0075","0.0819"
"21.0600","7.0142","0.0821"
"21.0800","7.0209","0.0823"
"21.1000","7.0276","0.0823"
"21.1200","7.0342","0.0822"
"21.1400","7.0409","0.0825"
"21.1600","7.0475","0.0825"
"21.1800","7.0542","0.0827"
"21.2000","7.0609","0.0828"
"21.2200","7.0676","0.0829"
"21.2400","7.0742","0.0830"
"21.2600","7.0809","0.0828"
"21.2800","7.0876","0.0829"
"21.3000","7.0942","0.0832"
"21.3200","7.1009","0.0831"
"21.3400","7.1075","0.0830"
"21.3600","7.1142","0.0832"
"21.3800","7.1209","0.0834"
"21.4000","7.1276","0.0834"
"21.4200","7.1342","0.0832"
"21.4400","7.1409","0.0834"
"21.4600","7.1475","0.0838"
"21.4800","7.1542","0.0839"
"21.5000","7.1609","0.0838"
"21.5200","7.1675","0.0838"
"21.5400","7.1742","0.0842"
"21.5600","7.1809","0.0842"
"21.5800","7.1876","0.0840"
"21.6000","7.1942","0.0841"
"21.6200","7.2009","0.0843"
"21.6400","7.2075","0.0846"
"21.6600","7.2142","0.0844"
"21.6800","7.2209","0.0844"
"21.7000","7.2275","0.0844"
"21.7200","7.2342","0.0846"
"21.7400","7.2409","0.0842"
"21.7600","7.2475","0.0844"
"21.7800","7.2542","0.0846"
"21.8000","7.2609","0.0845"
"21.8200","7.2675","0.0847"
"21.8400","7.2742","0.0847"
"21.8600","7.2809","0.0847"
"21.8800","7.2875","0.0849"
"21.9000","7.2942","0.0848"
"21.9200","7.3009","0.0848"
"21.9400","7.3076","0.0852"
"21.9600","7.3142","0.0852"
"21.9800","7.3209","0.0851"
"22.0000","7.3276","0.0853"
"22.0200","7.3342","0.0854"
"22.0400","7.3409","0.0856"
"22.0600","7.3476","0.0857"
"22.0800","7.3542","0.0857"
"22.1000","7.3609","0.0857"
"22.1200","7.3675","0.0858"
"22.1400","7.3742","0.0858"
"22.1600","7.3809","0.0860"
"22.1800","7.3875","0.0860"
"22.2000","7.3942","0.0858"
"22.2200","7.4009","0.0858"
"22.2400","7.4075","0.0860"
"22.2600","7.4142","0.0861"
"22.2800","7.4209","0.0862"
"22.3000","7.4275","0.0860"
"22.3200","7.4342","0.0860"
"22.3400","7.4409","0.0864"
"22.3600","7.4475","0.0864"
"22.3800","7.4542","0.0860"
"22.4000","7.4609","0.0862"
"22.4200","7.4676","0.0866"
"22.4400","7.4742","0.0865"
"22.4600","7.4809","0.0863"
"22.4800","7.4876","0.0863"
"22.5000","7.4942","0.0868"
"22.5200","7.5009","0.0869"
"22.5400","7.5076","0.0867"
"22.5600","7.5142","0.0869"
"22.5800","7.5209","0.0870"
"22.6000","7.5275","0.0872"
"22.6200","7.5342","0.0872"
"22.6400","7.5409","0.0873"
"22.6600","7.5475","0.0875"
"22.6800","7.5542","0.0877"
"22.7000","7.5609","0.0876"
"22.7200","7.5675","0.0877"
"22.7400","7.5742","0.0879"
"22.7600","7.5809","0.0878"
"22.7800","7.5875","0.0877"
"22.8000","7.5942","0.0878"
"22.8200","7.6009","0.0880"
"22.8400","7.6075","0.0879"
"22.8600","7.6142","0.0877"
"22.8800","7.6209","0.0877"
"22.9000","7.6276","0.0879"
"22.9200","7.6342","0.0878"
"22.9400","7.6409","0.0876"
"22.9600","7.6476","0.0879"
"22.9800","7.6542","0.0879"
"23.0000","7.6609","0.0878"
"23.0200","7.6676","0.0880"
"23.0400","7.6742","0.0880"
"23.0600","7.6809","0.0881"
"23.0800","7.6875","0.0882"
"23.1000","7.6942","0.0882"
"23.1200","7.7009","0.0887"
"23.1400","7.7076","0.0885"
"23.1600","7.7142","0.0885"
"23.1800","7.7209","0.0882"
"23.2000","7.7276","0.0887"
"23.2200","7.7342","0.0889"
"23.2400","7.7409","0.0887"
"23.2600","7.7475","0.0888"
"23.2800","7.7542","0.0888"
"23.3000","7.7609","0.0891"
"23.3200","7.7676","0.0890"
"23.3400","7.7742","0.0888"
"23.3600","7.7809","0.0888"
"23.3800","7.7875","0.0891"
"23.4000","7.7942","0.0891"
"23.4200","7.8009","0.0892"
"23.4400","7.8075","0.0892"
"23.4600","7.8142","0.0893"
"23.4800","7.8209","0.0894"
"23.5000","7.8276","0.0892"
"23.5200","7.8342","0.0896"
"23.5400","7.8409","0.0898"
"23.5600","7.8475","0.0896"
"23.5800","7.8542","0.0897"
"23.6000","7.8609","0.0899"
"23.6200","7.8675","0.0903"
"23.6400","7.8742","0.0901"
"23.6600","7.8808","0.0900"
"23.6800","7.8875","0.0904"
"23.7000","7.8942","0.0905"
"23.7200","7.9009","0.0907"
"23.7400","7.9075","0.0907"
"23.7600","7.9142","0.0907"
"23.7800","7.9209","0.0909"
"23.8000","7.9276","0.0910"
"23.8200","7.9342","0.0909"
"23.8400","7.9409","0.0910"
"23.8600","7.9476","0.0913"
"23.8800","7.9542","0.0911"
"23.9000","7.9609","0.0912"
"23.9200","7.9676","0.0912"
"23.9400","7.9742","0.0914"
"23.9600","7.9809","0.0914"
"23.9800","7.9876","0.0914"
"24.0000","7.9942","0.0916"
"24.0200","8.0009","0.0917"
"24.0400","8.0075","0.0918"
"24.0600","8.0142","0.0918"
"24.0800","8.0209","0.0921"
"24.1000","8.0275","0.0920"
"24.1200","8.0342","0.0919"
"24.1400","8.0409","0.0919"
"24.1600","8.0476","0.0922"
"24.1800","8.0542","0.0921"
"24.2000","8.0609","0.0923"
"24.2200","8.0675","0.0920"
"24.2400","8.0742","0.0920"
"24.2600","8.0809","0.0924"
"24.2800","8.0875","0.0919"
"24.3000","8.0942","0.0921"
"24.3200","8.1009","0.0923"
"24.3400","8.1076","0.0923"
"24.3600","8.1142","0.0922"
"24.3800","8.1209","0.0922"
"24.4000","8.1276","0.0925"
"24.4200","8.1342","0.0925"
"24.4400","8.1409","0.0926"
"24.4600","8.1475","0.0926"
"24.4800","8.1542","0.0928"
"24.5000","8.1609","0.0931"
"24.5200","8.1675","0.0928"
"24.5400","8.1742","0.0927"
"24.5600","8.1809","0.0933"
"24.5800","8.1875","0.0931"
"24.6000","8.1942","0.0932"
"24.6200","8.2009","0.0931"
"24.6400","8.2075","0.0931"
"24.6600","8.2142","0.0934"
"24.6800","8.2209","0.0930"
"24.7000","8.2275","0.0929"
"24.7200","8.2342","0.0935"
"24.7400","8.2409","0.0931"
"24.7600","8.2475","0.0930"
"24.7800","8.2542","0.0933"
"24.8000","8.2609","0.0930"
"24.8200","8.2676","0.0933"
"24.8400","8.2742","0.0933"
"24.8600","8.2809","0.0933"
"24.8800","8.2876","0.0935"
"24.9000","8.2942","0.0939"
"24.9200","8.3009","0.0938"
"24.9400","8.3076","0.0935"
"24.9600","8.3143","0.0938"
"24.9800","8.3209","0.0939"
"25.0000","8.3275","0.0939"
"25.0200","8.3342","0.0941"
"25.0400","8.3409","0.0943"
"25.0600","8.3475","0.0942"
"25.0800","8.3542","0.0941"
"25.1000","8.3609","0.0942"
"25.1200","8.3676","0.0944"
"25.1400","8.3742","0.0944"
"25.1600","8.3809","0.0943"
"25.1800","8.3875","0.0945"
"25.2000","8.3942","0.0945"
"25.2200","8.4009","0.0946"
"25.2400","8.4075","0.0945"
"25.2600","8.4142","0.0946"
"25.2800","8.4209","0.0947"
"25.3000","8.4275","0.0948"
"25.3200","8.4342","0.0947"
"25.3400","8.4409","0.0946"
"25.3600","8.4476","0.0947"
"25.3800","8.4542","0.0948"
"25.4000","8.4609","0.0947"
"25.4200","8.4676","0.0947"
"25.4400","8.4742","0.0950"
"25.4600","8.4809","0.0950"
"25.4800","8.4875","0.0949"
"25.5000","8.4942","0.0950"
"25.5200","8.5009","0.0952"
"25.5400","8.5076","0.0952"
"25.5600","8.5142","0.0950"
"25.5800","8.5209","0.0951"
"25.6000","8.5275","0.0956"
"25.6200","8.5342","0.0954"
"25.6400","8.5408","0.0954"
"25.6600","8.5475","0.0953"
"25.6800","8.5542","0.0956"
"25.7000","8.5609","0.0958"
"25.7200","8.5675","0.0954"
"25.7400","8.5742","0.0957"
"25.7600","8.5809","0.0960"
"25.7800","8.5876","0.0960"
"25.8000","8.5942","0.0961"
"25.8200","8.6009","0.0961"
"25.8400","8.6076","0.0963"
"25.8600","8.6142","0.0967"
"25.8800","8.6209","0.0965"
"25.9000","8.6276","0.0965"
"25.9200","8.6342","0.0968"
"25.9400","8.6409","0.0965"
"25.9600","8.6475","0.0966"
"25.9800","8.6542","0.0969"
"26.0000","8.6609","0.0970"
"26.0200","8.6675","0.0970"
"26.0400","8.6742","0.0968"
"26.0600","8.6809","0.0969"
"26.0800","8.6876","0.0971"
"26.1000","8.6942","0.0973"
"26.1200","8.7009","0.0968"
"26.1400","8.7076","0.0968"
"26.1600","8.7142","0.0972"
"26.1800","8.7209","0.0970"
"26.2000","8.7275","0.0970"
"26.2200","8.7342","0.0973"
"26.2400","8.7409","0.0972"
"26.2600","8.7475","0.0856"
"26.2800","8.7542","0.0691"
"26.3000","8.7609","0.0585"
"26.3200","8.7675","0.0405"
"26.3400","8.7742","0.0309"
"26.3600","8.7809","0.0287"
"26.3800","8.7875","0.0299"
"26.4000","8.7942","0.0308"
"26.4200","8.8009","0.0309"
"26.4400","8.8075","0.0307"
"26.4600","8.8142","0.0307"
"26.4800","8.8209","0.0310"
"26.5000","8.8275","0.0310"
"26.5200","8.8342","0.0307"
"26.5400","8.8409","0.0308"
"26.5600","8.8475","0.0311"
"26.5800","8.8542","0.0310"
"26.6000","8.8608","0.0308"
"26.6200","8.8675","0.0310"
"26.6400","8.8742","0.0311"
"26.6600","8.8808","0.0312"
"26.6800","8.8875","0.0284"
"26.7000","8.8942","0.0117"
"26.7020","8.8949","0.0103"

